,Unnamed: 0,Season,Team,G_Bat,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR_Bat,W,L,SV,G_Pitch,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR_Pitch,OD,Current,AVG Salary,Median,Success_Score
77,77,1990,TOR,1679,6223,167,767,729,111,8.5%,15.6%,0.155,0.291,0.265,0.3279999999999999,0.419,0.3329999999999999,,107,-0.7,49.5,8.4,26.5,86,76,48,479,162,1454.0,5.52,2.75,0.89,0.282,73.1%,,,,3.84,,3.85,,17.4,18486834.0,18486834.0,474021,180000,53.09
78,78,1991,ATL,2326,6182,141,749,704,165,9.1%,14.7%,0.135,0.284,0.258,0.3279999999999999,0.3929999999999999,0.324,,99,2.8,-4.4,-62.3,14.3,94,68,48,507,162,1452.2,6.0,2.98,0.73,0.266,70.9%,,,,3.49,,3.63,,17.8,20423500.0,20423500.0,704259,400000,58.02
79,79,1991,BAL,1854,6257,170,686,660,50,8.4%,15.6%,0.147,0.278,0.254,0.319,0.401,0.3229999999999999,,101,-3.2,0.7,14.6,22.3,67,95,42,534,162,1457.2,5.36,3.11,0.91,0.295,68.3%,,,,4.59,,4.07,,13.9,14627334.0,14627334.0,541753,250000,41.36
80,80,1991,BOS,1731,6259,126,731,691,59,9.5%,13.1%,0.133,0.293,0.2689999999999999,0.34,0.401,0.3329999999999999,,100,-3.8,-1.0,13.6,22.1,84,78,45,490,162,1439.2,6.25,3.31,0.92,0.285,71.2%,,,,4.02,,3.96,,15.8,32767500.0,32767500.0,1260288,775000,51.85
81,81,1991,CHC,2291,6130,159,695,654,123,7.2%,14.3%,0.138,0.272,0.253,0.309,0.39,0.313,,90,-0.9,-68.1,38.5,17.5,77,83,40,520,160,1456.2,5.73,3.35,0.72,0.282,68.7%,,,,4.05,,3.8,,15.1,26923120.0,26923120.0,1035505,562500,48.12
82,82,1991,CHW,1874,6360,139,758,722,134,9.6%,14.1%,0.129,0.288,0.262,0.336,0.391,0.3279999999999999,,104,-2.6,28.4,44.2,28.6,87,75,40,500,162,1478.0,5.62,3.66,0.94,0.256,72.9%,,,,3.8,,4.24,,10.9,16830437.0,16830437.0,561015,155000,53.7
83,83,1991,CIN,2195,6134,164,689,654,124,8.0%,16.4%,0.145,0.287,0.258,0.32,0.4029999999999999,0.322,,100,2.5,-0.8,26.2,23.4,74,88,43,516,162,1440.0,6.23,3.5,0.79,0.282,71.2%,,,,3.83,,3.84,,16.5,25369166.0,25369166.0,939599,600000,45.68
84,84,1991,CLE,1720,6070,79,576,546,84,7.4%,14.6%,0.096,0.288,0.254,0.313,0.35,0.301,,85,-6.3,-115.8,-32.8,4.7,57,105,33,451,162,1441.1,5.38,2.75,0.69,0.302,67.8%,,,,4.24,,3.65,,20.9,18270000.0,18270000.0,676667,345000,35.19
85,85,1991,DET,1792,6359,209,817,778,109,11.0%,18.6%,0.1689999999999999,0.2769999999999999,0.247,0.3329999999999999,0.416,0.336,,106,3.0,50.3,31.9,29.6,84,78,38,488,162,1450.1,4.59,3.68,0.92,0.294,70.4%,,,,4.54,,4.44,,9.5,23736334.0,23736334.0,912936,612500,51.85
86,86,1991,HOU,2277,6147,79,605,570,125,8.2%,16.7%,0.102,0.285,0.244,0.309,0.347,0.297,,88,-2.0,-89.1,40.0,15.5,65,97,36,527,162,1453.0,6.4,4.03,0.8,0.276,70.9%,,,,4.0,,3.99,,5.6,11546000.0,11546000.0,427630,190000,40.12
87,87,1991,KCR,1863,6244,117,727,689,119,8.4%,15.5%,0.129,0.299,0.264,0.3279999999999999,0.3939999999999999,0.324,,99,-3.3,-11.3,-48.9,14.7,82,80,41,457,162,1466.0,6.16,3.25,0.64,0.296,69.7%,,,,3.92,,3.59,,19.5,28722662.0,28722662.0,1104718,600000,50.62
88,88,1991,LAA,1626,6050,115,653,607,94,7.4%,15.3%,0.118,0.287,0.255,0.314,0.374,0.311,,91,-3.5,-71.0,-44.0,8.2,81,81,50,472,162,1441.2,6.18,3.39,0.88,0.278,74.0%,,,,3.69,,3.96,,18.3,31782501.0,31782501.0,1095948,652500,50.0
89,89,1991,LAD,2229,6159,108,665,605,126,9.5%,15.5%,0.106,0.287,0.253,0.326,0.359,0.31,,97,-1.9,-23.0,9.4,19.5,93,69,40,529,162,1458.0,6.35,3.09,0.59,0.2739999999999999,74.8%,,,,3.07,,3.39,,19.8,33216664.0,33216664.0,1038021,650000,57.41
90,90,1991,MIL,1638,6311,116,799,750,106,8.8%,12.7%,0.125,0.296,0.271,0.336,0.396,0.3279999999999999,,104,-5.9,25.6,-49.4,18.8,83,79,41,503,162,1463.2,5.28,3.24,0.9,0.286,71.1%,,,,4.18,,4.16,,10.2,24398000.0,24398000.0,903630,500000,51.23
91,91,1991,MIN,1903,6218,140,776,733,107,8.5%,12.0%,0.139,0.3,0.28,0.344,0.42,0.342,,107,-5.7,46.1,18.4,27.4,95,67,53,453,162,1449.1,5.44,3.03,0.86,0.276,73.4%,,,,3.69,,3.96,,15.2,22431000.0,22431000.0,897240,600000,58.64
92,92,1991,MON,2200,6035,95,579,536,221,8.0%,17.5%,0.1119999999999999,0.287,0.246,0.308,0.357,0.3,,88,4.5,-79.5,43.9,16.5,71,90,39,528,161,1440.1,5.68,3.65,0.69,0.27,71.7%,,,,3.64,,3.88,,10.9,20813500.0,20813500.0,671403,185000,44.1
93,93,1991,NYM,2141,6077,117,640,605,153,9.5%,13.0%,0.121,0.264,0.244,0.317,0.365,0.308,,94,2.8,-41.8,-30.0,13.3,77,84,39,475,161,1437.1,6.44,2.57,0.68,0.29,70.7%,,,,3.56,,3.31,,21.5,32590002.0,32590002.0,1253462,875000,47.83
94,94,1991,NYY,1705,6140,147,674,630,109,7.7%,14.0%,0.131,0.2769999999999999,0.256,0.316,0.387,0.316,,94,7.4,-37.6,-58.0,10.6,71,91,37,539,162,1444.0,5.83,3.15,0.95,0.297,69.4%,,,,4.43,,4.07,,15.1,27815835.0,27815835.0,1030216,887500,43.83
95,95,1991,OAK,1810,6192,159,760,716,151,10.4%,15.8%,0.141,0.2739999999999999,0.248,0.331,0.389,0.324,,104,4.7,33.7,-0.6,24.1,84,78,49,559,162,1444.1,5.56,4.08,0.97,0.28,70.9%,,,,4.57,,4.49,,5.2,33632500.0,33632500.0,1293558,900000,51.85
96,96,1991,PHI,2215,6133,111,629,590,92,8.0%,16.7%,0.1169999999999999,0.275,0.241,0.303,0.358,0.297,,85,6.4,-100.4,19.0,12.2,78,84,35,483,162,1463.0,6.08,4.12,0.68,0.273,72.4%,,,,3.86,,3.95,,9.8,20298332.0,20298332.0,699942,250000,48.15
97,97,1991,PIT,2219,6269,126,768,725,124,9.9%,14.4%,0.135,0.291,0.263,0.3379999999999999,0.3979999999999999,0.33,,109,6.4,70.1,23.1,31.0,98,64,51,515,162,1456.2,5.68,2.48,0.72,0.283,72.1%,,,,3.44,,3.53,,16.8,23064667.0,23064667.0,922587,766667,60.49
98,98,1991,SDP,2171,6057,121,636,591,101,8.3%,17.6%,0.118,0.282,0.244,0.31,0.362,0.302,,87,-5.3,-96.3,99.7,20.4,84,78,47,495,162,1452.2,5.71,2.83,0.86,0.273,72.8%,,,,3.58,,3.8,,16.1,22585001.0,22585001.0,778793,260000,51.85
99,99,1991,SEA,1849,6237,126,702,665,97,9.4%,13.0%,0.128,0.276,0.255,0.3279999999999999,0.3829999999999999,0.319,,95,1.8,-31.5,-53.4,12.1,83,79,48,545,162,1464.1,6.16,3.86,0.84,0.281,74.2%,,,,3.79,,4.08,,14.3,16126834.0,16126834.0,575958,445000,51.23
100,100,1991,SFG,2283,6098,141,649,605,95,7.7%,16.0%,0.134,0.275,0.246,0.309,0.381,0.308,,96,-3.7,-31.6,47.6,22.1,75,87,45,496,162,1442.0,5.65,3.4,0.89,0.278,72.0%,,,,4.03,,4.1,,6.9,30839333.0,30839333.0,1142198,600000,46.3
101,101,1991,STL,2150,6020,68,651,599,202,8.8%,14.2%,0.102,0.289,0.255,0.322,0.357,0.307,,92,-3.2,-55.1,58.4,20.5,84,78,51,531,162,1435.1,5.15,2.85,0.71,0.275,71.4%,,,,3.69,,3.79,,13.8,21435001.0,21435001.0,793889,310000,51.85
102,102,1991,TEX,1981,6441,177,829,774,102,9.3%,16.1%,0.154,0.301,0.27,0.341,0.424,0.342,,112,0.4,93.5,-62.2,25.1,85,77,41,548,162,1479.0,6.22,4.03,0.92,0.29,69.6%,,,,4.47,,4.24,,10.1,22224500.0,22224500.0,740817,283750,52.47
103,103,1991,TOR,1753,6167,133,684,649,148,8.1%,16.9%,0.143,0.292,0.257,0.322,0.4,0.322,,98,8.5,-9.7,3.0,19.8,91,71,60,509,162,1462.2,5.97,3.22,0.74,0.264,73.3%,,,,3.5,,3.76,,22.7,27538751.0,27538751.0,888347,700000,56.17
104,104,1992,ATL,2251,6143,138,682,641,126,8.0%,15.0%,0.134,0.28,0.254,0.316,0.3879999999999999,0.316,,95,0.8,-32.3,79.2,25.2,98,64,41,500,162,1460.0,5.84,3.01,0.55,0.273,74.0%,,,,3.14,,3.34,,18.8,32975333.0,32975333.0,1063720,600000,60.49
105,105,1992,BAL,1731,6292,148,705,680,89,10.3%,13.1%,0.138,0.2789999999999999,0.259,0.34,0.3979999999999999,0.3339999999999999,,107,-2.3,43.9,-5.6,25.4,89,73,48,451,162,1464.0,5.2,3.18,0.76,0.2769999999999999,73.2%,,,,3.79,,3.86,,17.4,20997667.0,20997667.0,699922,367500,54.94
106,106,1992,BOS,1741,6187,84,599,567,44,9.6%,14.0%,0.1009999999999999,0.276,0.246,0.321,0.347,0.306,,83,-11.2,-126.6,-40.1,3.0,73,89,39,490,162,1448.2,5.86,3.32,0.66,0.285,71.6%,,,,3.63,,3.63,,20.4,42203584.0,42203584.0,1563096,1400000,45.06
107,107,1992,CHC,2242,6156,104,593,566,77,6.8%,13.3%,0.11,0.2789999999999999,0.254,0.307,0.364,0.303,,86,-5.6,-98.0,42.0,14.4,78,84,37,534,162,1469.0,5.52,3.52,0.66,0.2689999999999999,73.7%,,,,3.39,,3.77,,11.9,29060833.0,29060833.0,1076327,300000,48.15
108,108,1992,CHW,1724,6267,110,738,686,160,9.9%,12.5%,0.122,0.283,0.261,0.336,0.3829999999999999,0.326,,104,8.5,37.2,17.8,26.9,86,76,52,454,162,1461.2,4.99,3.39,0.76,0.271,71.7%,,,,3.84,,4.01,,13.2,28413500.0,28413500.0,1052352,339000,53.09
109,109,1992,CIN,2191,6162,99,660,606,125,9.1%,14.4%,0.122,0.291,0.26,0.3279999999999999,0.382,0.319,,98,-1.4,-13.3,10.5,20.5,90,72,55,519,162,1449.2,6.58,2.92,0.68,0.286,73.3%,,,,3.46,,3.33,,20.9,35203999.0,35203999.0,1257286,875000,55.56
110,110,1992,CLE,1723,6201,127,674,637,144,7.2%,14.3%,0.1169999999999999,0.294,0.266,0.3229999999999999,0.3829999999999999,0.319,,98,1.6,-15.1,-0.6,19.2,76,86,46,541,162,1470.0,5.45,3.47,0.97,0.288,72.2%,,,,4.11,,4.2,,9.7,8236166.0,8237166.0,257411,172500,46.91
111,111,1992,DET,1671,6310,182,791,746,66,10.7%,16.7%,0.151,0.284,0.256,0.337,0.407,0.337,,108,-5.7,49.8,8.0,27.4,75,87,36,517,162,1435.2,4.34,3.54,0.97,0.287,69.8%,,,,4.61,,4.46,,6.1,28773834.0,28773834.0,992201,300000,46.3
112,112,1992,HOU,2332,6163,96,608,582,139,8.2%,16.6%,0.113,0.285,0.246,0.313,0.359,0.305,,94,5.7,-34.6,38.6,20.9,81,81,45,584,162,1459.1,6.03,3.32,0.7,0.28,71.8%,,,,3.74,,3.64,,8.0,13352000.0,13352000.0,460414,310000,50.0
113,113,1992,KCR,1691,6084,75,610,568,131,7.2%,12.2%,0.108,0.282,0.256,0.315,0.364,0.309,,88,-2.4,-86.1,-35.0,7.6,72,90,44,502,162,1447.1,5.19,3.18,0.66,0.282,71.6%,,,,3.81,,3.73,,15.1,33643834.0,33643834.0,1201566,612500,44.44
114,114,1992,LAA,1783,5917,88,579,537,160,7.0%,14.9%,0.094,0.275,0.243,0.301,0.3379999999999999,0.291,,77,-8.0,-158.5,-8.9,1.8,72,90,42,459,162,1446.0,5.53,3.31,0.81,0.289,73.4%,,,,3.84,,3.91,,16.9,33529854.0,33529854.0,1156202,600000,44.44
115,115,1992,LAD,2296,6038,72,548,499,142,8.3%,14.9%,0.09,0.284,0.248,0.313,0.3389999999999999,0.298,,90,-3.0,-72.2,-65.0,6.1,63,99,29,515,162,1438.0,6.14,3.46,0.51,0.29,72.1%,,,,3.41,,3.37,,15.8,43788166.0,43788166.0,1509937,1175000,38.89
116,116,1992,MIL,1644,6183,82,740,683,256,8.3%,12.6%,0.107,0.296,0.268,0.33,0.375,0.319,,98,5.7,-6.2,-5.9,19.5,92,70,39,500,162,1457.0,4.9,2.69,0.78,0.262,74.1%,,,,3.43,,3.82,,16.2,30253668.0,30253668.0,1163603,637500,56.79
117,117,1992,MIN,1816,6267,104,747,701,123,8.4%,13.3%,0.115,0.306,0.2769999999999999,0.341,0.391,0.331,,103,-5.4,14.9,11.8,23.9,90,72,50,485,162,1453.0,5.72,2.97,0.75,0.281,72.2%,,,,3.72,,3.66,,19.8,27432834.0,27432834.0,979744,412500,55.56
118,118,1992,MON,2193,6120,102,648,601,196,7.6%,15.9%,0.1169999999999999,0.287,0.252,0.313,0.37,0.309,,94,13.6,-25.7,36.9,21.6,87,75,49,511,162,1467.2,6.22,3.22,0.56,0.27,74.0%,,,,3.25,,3.39,,15.3,15869667.0,15869667.0,547230,200000,53.7
119,119,1992,NYM,2308,6061,93,599,564,129,9.4%,15.8%,0.107,0.268,0.235,0.31,0.342,0.298,,86,4.4,-90.5,-11.0,9.6,72,90,34,495,162,1446.2,6.38,3.0,0.61,0.292,71.1%,,,,3.68,,3.32,,17.5,44352002.0,44352002.0,1705846,840000,44.44
120,120,1992,NYY,1666,6262,163,733,703,78,8.6%,14.4%,0.144,0.284,0.261,0.3279999999999999,0.406,0.33,,107,-0.2,47.5,-34.2,22.8,76,86,44,470,162,1452.2,5.27,3.79,0.8,0.286,70.5%,,,,4.22,,4.1,,13.3,35966834.0,35966834.0,1160220,500000,46.91
121,121,1992,OAK,1801,6275,142,745,693,143,11.3%,13.2%,0.129,0.2789999999999999,0.258,0.346,0.386,0.3339999999999999,,113,4.3,97.2,-11.9,30.5,96,66,58,562,162,1447.0,5.24,3.74,0.8,0.276,73.5%,,,,3.73,,4.11,,10.1,39957834.0,39957834.0,1331928,680000,59.26
122,122,1992,PHI,2060,6172,118,686,639,127,8.2%,17.2%,0.124,0.292,0.253,0.32,0.377,0.316,,98,11.9,-0.8,14.7,22.3,70,92,34,485,162,1428.0,5.36,3.46,0.71,0.2789999999999999,69.0%,,,,4.13,,3.83,,7.5,23804834.0,23804834.0,850173,257500,43.21
123,123,1992,PIT,2253,6269,106,693,656,110,9.1%,13.9%,0.126,0.283,0.255,0.324,0.381,0.316,,100,0.2,-3.6,43.0,25.1,96,66,43,516,162,1479.2,5.13,2.77,0.61,0.2769999999999999,74.1%,,,,3.35,,3.51,,12.1,32589167.0,32589167.0,1163899,398750,59.26
124,124,1992,SDP,2152,6074,135,617,576,69,7.5%,14.2%,0.131,0.2789999999999999,0.255,0.313,0.386,0.314,,95,-7.5,-42.4,75.2,23.5,82,80,46,525,162,1461.1,5.98,2.7,0.68,0.29,72.5%,,,,3.58,,3.39,,18.1,27584167.0,27584167.0,919472,462500,50.62
125,125,1992,SEA,1795,6180,149,679,638,100,7.7%,13.6%,0.139,0.285,0.263,0.3229999999999999,0.402,0.326,,102,-2.6,8.9,-65.0,15.3,64,98,30,534,162,1445.0,5.57,4.12,0.8,0.291,69.2%,,,,4.55,,4.2,,9.3,22483834.0,22483834.0,749461,317500,39.51
126,126,1992,SFG,2280,6070,105,574,532,112,7.2%,17.6%,0.111,0.283,0.244,0.302,0.355,0.297,,88,-3.5,-82.6,39.6,15.5,72,90,30,548,162,1461.0,5.71,3.09,0.79,0.2769999999999999,73.2%,,,,3.61,,3.76,,9.5,33126168.0,33126168.0,1183077,550000,44.44
127,127,1992,STL,2090,6230,94,631,599,208,7.9%,16.0%,0.113,0.301,0.262,0.3229999999999999,0.375,0.316,,99,-5.0,-13.8,34.9,23.0,83,79,47,584,162,1480.0,5.12,2.43,0.72,0.271,73.8%,,,,3.38,,3.56,,13.0,26889836.0,26889836.0,896328,350000,51.23
128,128,1992,TEX,1858,6238,159,682,647,81,8.8%,16.6%,0.142,0.28,0.25,0.321,0.3929999999999999,0.324,,101,-2.2,7.9,-70.9,14.7,77,85,42,521,162,1460.1,6.37,3.69,0.7,0.3,69.6%,,,,4.1,,3.7,,18.3,29740667.0,29740667.0,959376,225000,47.53
129,129,1992,TOR,1645,6224,163,780,737,129,9.0%,15.0%,0.151,0.288,0.263,0.3329999999999999,0.414,0.337,,108,9.2,62.6,13.3,29.1,96,66,49,446,162,1440.2,5.96,3.38,0.77,0.275,71.1%,,,,3.92,,3.8,,18.6,43663666.0,43663666.0,1364490,925000,59.26
130,130,1993,ATL,2086,6234,169,767,712,125,9.0%,15.2%,0.146,0.287,0.262,0.331,0.408,0.3279999999999999,,94,6.4,-36.7,121.1,30.5,104,58,46,515,162,1455.0,6.41,2.97,0.62,0.273,74.8%,,,,3.14,,3.5,,25.8,38131000.0,38131000.0,1361821,887500,64.2
131,131,1993,BAL,1687,6310,157,786,744,73,10.4%,14.7%,0.146,0.293,0.267,0.346,0.413,0.3379999999999999,,104,-6.4,24.3,52.8,27.8,85,77,42,491,162,1442.2,5.61,3.61,0.95,0.282,71.0%,,,,4.32,,4.4,,14.1,26914000.0,26914000.0,1035154,350000,52.47
132,132,1993,BOS,1832,6196,114,686,644,73,8.2%,14.1%,0.131,0.293,0.264,0.33,0.395,0.322,,90,0.1,-76.6,50.8,17.1,80,82,44,551,162,1452.1,6.18,3.42,0.79,0.28,71.1%,,,,3.8,,3.99,,19.8,37108583.0,37108583.0,1374392,700000,49.38
133,133,1993,CHC,2268,6217,161,738,706,100,7.2%,14.8%,0.143,0.297,0.27,0.325,0.414,0.326,,95,3.4,-35.8,82.3,26.6,84,78,56,585,163,1449.2,5.62,2.92,0.95,0.295,71.1%,,,,4.18,,4.17,,13.3,38303166.0,38303166.0,1320799,312500,51.85
134,134,1993,CHW,1693,6253,162,776,731,106,9.7%,13.3%,0.146,0.284,0.265,0.3379999999999999,0.411,0.3329999999999999,,104,-1.1,26.8,41.3,26.7,94,68,48,484,162,1454.0,6.03,3.5,0.77,0.285,73.3%,,,,3.72,,4.02,,19.3,34598166.0,34598166.0,1281414,900000,58.02
135,135,1993,CIN,2223,6164,137,722,669,142,7.9%,16.6%,0.132,0.299,0.264,0.324,0.396,0.319,,91,5.2,-65.3,-17.3,13.5,73,89,37,537,162,1434.0,6.25,3.19,0.99,0.3,69.4%,,,,4.51,,4.19,,13.5,42851167.0,42851167.0,1587080,700000,45.06
136,136,1993,CLE,1781,6267,141,790,747,159,7.8%,13.5%,0.133,0.299,0.275,0.335,0.409,0.3289999999999999,,99,10.3,1.3,-21.4,17.9,76,86,45,572,162,1445.2,5.53,3.68,1.13,0.301,71.6%,,,,4.58,,4.7,,7.0,15717667.0,15717667.0,541989,400000,46.91
137,137,1993,COL,2245,6073,142,758,704,146,6.4%,15.5%,0.149,0.304,0.273,0.3229999999999999,0.422,0.3279999999999999,,84,-7.1,-124.8,10.9,10.0,67,95,35,615,162,1431.1,5.74,3.83,1.14,0.314,65.4%,,,,5.44,,4.72,,5.2,8829000.0,8829000.0,327000,200000,41.36
138,138,1993,DET,1701,6505,178,899,853,104,11.8%,17.2%,0.159,0.313,0.275,0.362,0.434,0.354,,114,-3.8,104.8,-54.8,25.7,85,77,36,537,162,1436.2,5.19,3.4,1.18,0.289,69.4%,,,,4.7,,4.77,,8.9,36548166.0,36548166.0,1353636,500000,52.47
139,139,1993,HOU,1993,6136,138,716,656,103,8.1%,14.8%,0.142,0.296,0.267,0.33,0.409,0.327,,101,-3.1,4.0,72.4,29.4,85,77,42,486,162,1441.1,6.59,2.97,0.73,0.284,72.8%,,,,3.49,,3.65,,17.8,28854500.0,28854500.0,1109788,450000,52.47
140,140,1993,KCR,1723,6101,125,675,641,100,7.0%,15.3%,0.134,0.295,0.263,0.32,0.397,0.317,,89,-10.0,-89.6,10.2,11.4,84,78,48,465,162,1445.1,6.13,3.56,0.65,0.287,70.4%,,,,4.04,,3.85,,21.9,40102666.0,40102666.0,1485284,1000000,51.85
141,141,1993,LAA,1706,6089,114,684,644,169,9.3%,15.3%,0.12,0.293,0.26,0.331,0.38,0.319,,92,-6.5,-66.5,-59.6,6.7,71,91,41,482,162,1430.1,5.3,3.46,0.96,0.289,70.3%,,,,4.36,,4.46,,13.9,27230334.0,27230334.0,972512,263750,43.83
142,142,1993,LAD,2208,6261,130,675,639,126,7.9%,15.0%,0.122,0.291,0.261,0.321,0.3829999999999999,0.314,,92,1.2,-58.4,-59.1,10.4,81,81,36,508,162,1472.2,6.37,3.47,0.63,0.288,72.2%,,,,3.5,,3.71,,18.7,37833000.0,37833000.0,1146455,500000,50.0
143,143,1993,MIA,2128,6127,94,581,542,117,8.1%,17.2%,0.099,0.289,0.248,0.314,0.346,0.298,,79,1.5,-161.8,13.1,6.7,64,98,48,571,162,1440.1,5.9,3.74,0.84,0.286,71.5%,,,,4.15,,4.21,,11.7,18196545.0,18196545.0,649877,195000,39.51
144,144,1993,MIL,1795,6222,125,733,688,138,8.9%,15.0%,0.12,0.288,0.258,0.3279999999999999,0.3779999999999999,0.316,,89,-9.8,-94.0,5.6,10.9,69,93,29,515,162,1447.0,5.04,3.25,0.95,0.286,69.2%,,,,4.47,,4.45,,12.0,22948834.0,22948834.0,764961,223750,42.59
145,145,1993,MIN,1742,6209,121,693,642,83,7.9%,13.7%,0.121,0.291,0.264,0.327,0.385,0.319,,90,-6.6,-79.2,-63.3,5.5,71,91,44,518,162,1444.1,5.61,3.2,0.92,0.308,67.9%,,,,4.73,,4.23,,15.4,27284933.0,27284933.0,1010553,500000,43.83
146,146,1993,MON,2314,6233,122,732,682,228,8.7%,13.8%,0.129,0.282,0.257,0.326,0.386,0.316,,90,23.6,-53.2,16.8,18.4,94,68,61,548,163,1456.2,5.77,3.22,0.74,0.2739999999999999,70.9%,,,,3.55,,3.94,,15.1,14881334.0,14881334.0,513149,142500,58.02
147,147,1993,NYM,2146,6057,158,672,632,79,7.4%,14.5%,0.142,0.267,0.248,0.305,0.39,0.308,,85,-3.8,-117.5,17.3,11.4,59,103,22,459,162,1438.0,5.43,2.72,0.87,0.288,69.0%,,,,4.05,,4.05,,14.1,38350167.0,38350167.0,1534007,650000,36.42
148,148,1993,NYY,1724,6359,178,821,793,39,9.9%,14.3%,0.156,0.304,0.2789999999999999,0.353,0.435,0.35,,114,-5.2,101.6,22.8,32.7,88,74,38,494,162,1438.1,5.63,3.45,1.06,0.285,71.1%,,,,4.37,,4.49,,11.9,41305000.0,41305000.0,1424310,600000,54.32
149,149,1993,OAK,1706,6295,158,715,679,131,9.9%,16.6%,0.14,0.285,0.254,0.33,0.3939999999999999,0.3229999999999999,,101,3.0,9.1,-60.4,14.9,68,94,42,586,162,1452.1,5.35,4.21,0.97,0.296,69.6%,,,,4.9,,4.71,,6.8,35565834.0,35565834.0,1270208,575000,41.98
150,150,1993,PHI,2195,6527,156,877,811,91,10.2%,16.1%,0.153,0.309,0.2739999999999999,0.351,0.426,0.344,,106,6.4,53.1,-7.4,27.7,97,65,46,512,162,1473.0,6.82,3.5,0.79,0.286,69.7%,,,,3.97,,3.85,,18.2,26812334.0,26812334.0,1031244,600000,59.88
151,151,1993,PIT,2160,6269,110,707,664,92,8.6%,15.5%,0.126,0.304,0.267,0.335,0.3929999999999999,0.324,,95,-3.1,-46.1,17.4,19.3,75,87,34,546,162,1445.2,5.18,3.02,0.95,0.297,68.4%,,,,4.77,,4.32,,8.8,23565667.0,23565667.0,872802,360000,46.3
152,152,1993,SDP,2316,6137,153,679,633,92,7.2%,17.0%,0.1369999999999999,0.283,0.252,0.312,0.389,0.311,,86,2.6,-103.5,-93.8,1.9,61,101,32,559,162,1437.2,5.99,3.49,0.93,0.289,69.5%,,,,4.23,,4.23,,12.3,24557333.0,24557333.0,877048,160000,37.65
153,153,1993,SEA,1784,6288,161,734,681,91,9.9%,14.3%,0.146,0.283,0.26,0.3389999999999999,0.406,0.33,,99,-8.7,-17.3,28.0,21.0,82,80,41,515,162,1453.2,6.71,3.75,0.84,0.295,71.5%,,,,4.2,,4.09,,18.7,31616333.0,31616333.0,1053878,455000,50.62
154,154,1993,SFG,2229,6271,168,808,759,120,8.2%,14.8%,0.151,0.303,0.276,0.34,0.427,0.337,,107,-1.7,55.6,75.0,35.3,103,59,50,576,162,1456.2,6.07,2.73,1.04,0.2739999999999999,75.6%,,,,3.63,,4.15,,12.2,34567500.0,34567500.0,1115081,325000,63.58
155,155,1993,STL,2288,6279,118,758,724,153,9.4%,14.0%,0.123,0.302,0.272,0.341,0.395,0.3289999999999999,,99,2.1,-2.7,23.5,24.3,87,75,54,584,162,1453.0,4.8,2.37,0.94,0.289,69.9%,,,,4.1,,4.16,,10.9,22615334.0,22615334.0,869821,320000,53.7
156,156,1993,TEX,1759,6166,181,835,780,113,7.8%,16.0%,0.1639999999999999,0.293,0.267,0.3289999999999999,0.431,0.3339999999999999,,103,-4.0,17.2,-12.0,20.1,86,76,45,521,162,1438.1,5.99,3.52,0.9,0.294,70.8%,,,,4.28,,4.22,,15.1,35641959.0,35641959.0,1048293,287500,53.09
157,157,1993,TOR,1603,6319,159,847,796,170,9.3%,13.6%,0.157,0.303,0.2789999999999999,0.35,0.436,0.347,,109,15.1,88.1,-3.7,28.6,95,67,50,506,162,1441.1,6.39,3.87,0.84,0.293,70.9%,,,,4.22,,4.13,,18.8,45747666.0,45747666.0,1694358,700000,58.64
158,158,1994,ATL,1531,4349,137,542,510,48,8.7%,15.4%,0.1669999999999999,0.29,0.267,0.3329999999999999,0.434,0.3329999999999999,,97,-3.9,-21.5,59.5,17.9,68,46,26,358,114,1026.1,7.59,3.31,0.67,0.286,72.1%,,,,3.57,,3.58,,20.3,40502167.0,40502167.0,1500080,750000,59.65
159,159,1994,BAL,1127,4386,139,589,557,69,10.0%,14.9%,0.166,0.293,0.272,0.349,0.4379999999999999,0.345,,102,8.2,22.2,41.4,20.8,63,49,37,346,112,997.2,6.01,3.17,1.18,0.283,73.8%,,,,4.31,,4.64,,12.0,37669769.0,37669769.0,1345349,637500,56.25
160,160,1994,BOS,1202,4446,120,552,523,81,9.1%,16.3%,0.157,0.293,0.263,0.3339999999999999,0.421,0.3289999999999999,,89,-0.4,-64.8,-5.7,8.0,54,61,30,423,115,1029.1,6.37,3.93,1.05,0.305,68.0%,,,,4.95,,4.63,,11.0,36334084.0,36334084.0,1453363,650000,46.96
161,161,1994,CHC,1606,4386,109,500,464,69,8.3%,17.1%,0.145,0.294,0.259,0.325,0.4039999999999999,0.32,,89,-9.5,-72.3,35.7,10.8,49,64,27,399,113,1023.2,6.3,3.45,1.06,0.295,70.6%,,,,4.47,,4.46,,8.1,35717333.0,35717333.0,1322864,300000,43.36
162,162,1994,CHW,1205,4556,121,633,602,77,10.9%,12.5%,0.156,0.307,0.287,0.366,0.444,0.353,,112,3.7,77.7,0.0,22.6,67,46,20,352,113,1011.1,6.71,3.35,1.02,0.2789999999999999,71.8%,,,,3.96,,4.29,,14.8,38413836.0,38413836.0,1422735,750000,59.29
